	content	label
33	언제집꾸미는 영상을보고 핸드폰으로만 하자 이래서 스토어에서 인테리어꾸미기 앱을 보고있었는데 이앱이 평가가 좋아서 깔아봤는데 진짜 그럴만한 앱입니다! 강추강추!	1
34	너~~~무 재미있어요!!! 다른거는 퍼즐을 맞춰서 꾸며야해서 힘들고 재미없었는데 이거는 퍼즐도 없고 3D여서 더 재미있어요! 제가 집 꾸미는거 정말 좋아하는데 저처럼 인테리어 하는거 좋아하시는분들 강력 추천 합니다~!	1
36	와 짱 신기하고 실감나요. 근데 진짜집이 아니어서 상상만꾸는.. 그런데 아이디어 얻기 한번 들어가봤는데 진짜 여러가지 아이디어가 많아서 한번 써본적도 있었습니다. 짱짱짱!	1
37	너무 재밌습니다!!대신 정말 완벽하게 원하는 가구나 색을 선택하려면 유료서비스가 필요하네요~ 근데 초보자도 다루기쉽고 좋습니다	1
38	평소 집 꾸미는걸 좋아했는데 가구도 현실적이고 좋아요	1
39	무료버전에서 사이즈 조절이 힘드네요. 가구 선택폭이 좁아요. 그래도 이미지를 그려볼수 있어서 좋네요	1
40	제 꿈이 인테리어 디자인어라서 한번해봤는데 제가 한것중에 이 앱이 가장 좋은것같네요😍 강력추천 드립니당🤭🤭 3D로 돼는것도 정말 좋구요 위에서 보는것두 정말 좋더라구여 인테리어 디자인어가 꿈인 분들에겐 이 앱이 정말 딱 인것 같습니당☺ 근데 돈이 조금 비싸긴해도 정말로 좋구,아 그리구 3D할때 움직여지는것도 정말 좋구여 화면이 움직이는것도 정말 좋더라구여 그래서 이 앱을 재가 거의 맨날 하는 앱이랍니다🤭 이 앱 정말 좋은것같아용 진짜 진짜 강력추천!! 이 앱 만드신분 정말 대단하신분같네요😁😁😁	1
41	정확한치수재서 하는건 인앱결제해야함	0
42	인터넷연결해야 사용가능한 앱	0
43	바뀐 점 추가해 벽그리기는 최악입니다. 예전 버전도 별로였지만 그래도 쉽게 그릴 수는 있었어요.. 다시 예전 방식으로 바꿔주세요 제발....밑에 평면도 깔고 벽 긋는데 스트레스 받아 죽겠네요	0
44	내 꿈이 인테리어 디자이너랑 공간디자이너였는데 이거하면서 꿈이 더 확고해진거같아요	1
45	게임이 별로에요 상점에 있는 것들 디자인도 구리고 건물 디자인하기 사용감을 매끄럽게 해놓지도 않았고 인테리어 게임 치고는 전체적으로 정신이 없어요 비슷한 사람들끼리 다운 받았을 거 같아요	0
46	3D조작이 어렵긴한데 금방 적응됬어요	1
47	내 맘대로 방을 꾸밀수 있어서 너무 좋아요~!	1
48	너무 재미있어요!!	1
49	진짜 너무 재밌고 제가 인테리어 디자이너를 진로로 잡고 준비중인데요 너무 도움이 되고 좋아요 pro가 아니여도 설치 할 수 있는 가구가 더 많았으면 좋겠어요!!	1
50	정확하고 딱 맞게 방 인테리어를 해보기보단 여러 가구를 놓아보고 도면을 생각해보는 용도로 쓰고있어요.ᐟ.ᐟ 아무래도 이케아 제품밖에 없다보니 없는 물건이 많아서..	1
51	아 진짜 재밌어요! 추천 드릴께요! 제가 원래도 3개 맟추기 게임이 아닌 그냥 집꾸미기를 찿고있는데 완전 재밌어요!!!부족한 점도 있지만 완전 재밌어요!	1
52	조작방법이 간단해서 머릿속에만 있던 이미지를 볼 수 있는 형태로 쉽게 만들 수 있었습니다. 정말 강추bb	1
53	진짜 최고에요 딱 제가 찾던 앱... 사용할수 있는 아이템도 많고 사진찍을때 디테일...ㄷㄷ 이 앱 꼭 까세요 ㅜㅜ 안까면 후회함..	1
54	다들 유료사용팝업때문에 불편하다고하는데 무료로쓰면서 그정도는 이해가능 아직무료버젼만 사용하고있지만 쓰면쓸수록 유료버전써보고싶어짐 견적까지 바로 받을수있어서 편한거같음 바로주문이 안되서 아쉬움	1
55	앱 자체가 너무 재밌고 설정도 쉬운데 가구가 나타나는 위치가 랜덤이거나 오류가 나서 제자리에 놓는게 시간이 걸리는 정도이고 복층을 만드는 법을 잘 모르겠는데 계단이 있더라고요?	1
56	정말로 저의집같이 꾸며져서 좋아요! 근데 다운로드 하는 시간이 너무많이 걸려요ㅜㅜ 그점만 빼면 다 좋아요!!! 꼭 한번은 설치 해보세용!!	1
57	터치가 잘 안되서 위치 조작하기 매우 힘듦. 시작위치가 벽이여서 계속 벽만 터치됨	0
58	무료임에도 불구하고 직접 설계하고 가구까지 설치할 수 있어서 너무 좋은 것 같아요! 앱 개발해주셔서 너무너무 감사합니다 ㅠㅠ	1
59	완죤대박여기세상에있는가구에98%정도있고친절하게설명도해주니까이해가완죤잘돼요그리고3D와2D로즐길수있어요공간도넑거할수있고가구배치하는움직임이완저좋아요	1
60	사이즈변경하려면 결제하라고 뜨네요. 대략적인...아주아주 대충을 원한다면 괜찮으실듯.	0
61	정말 별로네요 벽 그리는데 와이파이 다 차있는데 랙이 너무 많이 걸려요 그리고 벽이 갑자기 사라지고 저장도 안되고 갑자기 안그린 벽이 생기는것도 있고 뭐 하나만 눌러도 현질 유도를 정말 많이 하네요 진짜 별로예요 깔지 마세요	0
62	이전 버전이 더 좋고 이번에는 구매가 계속 뜨고 별로라고 생각함..구매 안하면 방 1개가 끝임 전이 훨씬 좋았음	0
63	아기가 잘못 눌러서 결제가되었네요... 구독만하면결제가되는건지...결제방식에 문제가있는것같아요. 환불부탁드려요	0
64	쓸만합니다 가구나 다양한 인테리어 해보는게 가능했으면 좋겠어요 잠금설정도 편했으면 합니다	1
65	완전 좋은 게임 이네요!재밌어요 광고도 안나오고요! 조금 아쉬운게 있지만... 그래도 추천합니다!!!♡	1
66	어플 완전 좋아요 심즈처럼 가구 배치도 쉽고 평면도도 그리기 쉬워요 감사합니다!!	1
68	유료인 점 빼고^^;; 재미있고 사용도 편해요. 이사 전 공간배치에 도움 많이 됩니다. 이케아 제품이 많이 들어와있네요!	1
70	굉장히 재밌고 좋은앱인데 실제로만들기는3번밖에못해서아쉽네요 그냥사용할수있게해주세요	1
71	정말 편리하고 좋습니다. 회사 이사가는데 미리 용품 배치도 가능하고 강추!	1
72	너무 좋아요~~ 제가 인테리어 같은거에 관심이 엄청 많거든요 구지 결재를 안해도 예쁜 가구들이 많아요	1
74	지금 막 결제가 되었는데 환불부탁드립니다. 이 어플 구매하고 사용해도 엄청 불편합니다. 오류도 많이 나고 정말 짜증나네요.	0
75	전부 정해진 가구와 게임으로 되어있었는데 이건 꼭 정해지지 않고 마음대로 꾸밀수 있어서 재미있는 것 같아요 추천 할게요!!!!!!	1
77	엄청 버벅대고 방 크기 조절할때 한쪽벽 고정시키는 기능도 없고 맨날 돌아가고 원룸꾸며볼때나 쪼끔 써볼만한 앱 실제 집 꾸밀려고 이래저래해보면 암걸려서 못하겠네요 없어서 쓰는거지 뭐 재대로 뭐할려고 하고 쓰지는 마세요	0
78	다 좋은데 조작이 조금 불편한 것 같아요 프로버전 구매창도 안 뜨게 해주셨으면 좋겠네요	1
79	이건 정말 재밌는 게임입니다 그런데 방을 꾸밀수 있는만큼이 정해져 있어서 아쉽습니다 다른건 다좋습니다	1
80	하기가 어렵고 정확한치수 작성할려면 결제되어버리네요. 환불요청드립니다.	0
81	다 너무 좋습니다. 그런데 랙이 자꾸 걸려요. 천장은 왜 갑자기 없어지는 거에요? 그리고, 천장 없어진 후 부터 걸어가기가 안되는데요?^^좀 고쳐주셨으면 좋겠네용	1
82	유료결제해서 잘 쓰다가 갑자기 렉이 심해져서 안쓴지 두달이 넘었는데 오늘 생각지도 못하게 정기결제 되어버려서 놀라서 취소했지만 이미 결제되어 한달 더 써야하네요..	0
83	제 꿈이 인테리어인데 이 게임을 통해서 꾸미고 그럴수 있어서 정말 재미있는 게임이다.	1
84	아주 재밌있음 근데 초반에는 렉이 안걸림근데 나중에 렉이 쫌 걸려서 조금 불편함	1
85	사용하기불편해요. 번역도 이상하고 배치도 잘안되고. 돈아까움...	0
86	무료인데도 완전 실용적이고 좋음 초보인데 3d로 보여주공! 강츄!	1
87	재가 취미가 방꾸미긴대 자유도가높고 현실적이애요 강추! ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
88	좋네요 직접 가구배치도 되니까요 에어콘등 집안의 기본가전아이템이 있으면 좋겠어요	1
89	유료서비스가 있는게 다소 아쉽지만 없는게 더 이상할지도 모르겠네요 아마 이거만한 건축 시뮬레이터는 아직 없는것같습니다	1
91	이거 꾸미는거에 흥미가 없는 저도 엄청 재밌게 하는 중인데 랙이 너무 많이 걸려요ㅠㅠ	0
92	미리 내방가구 배치 해볼수있어 좋아요	1
93	용량 개많이 먹음	0
94	결제안하면 암껏도못함	0
95	3초에 한번씩 프로버전 물어보고 뭐좀해볼려고하면 터치 더럽게 안되고 승질만버리고 삭제	0
96	여러가지 예쁜 가구가 많아서 좋고 진짜 같아서 재미있어요!	1
97	무료서비스도 많이 개선되면 좋겟네요	1
98	조금 어렵지만 유용한 어플입니다.	1
99	정말 재미있어요 근데 너무 느려요	1
100	너무 꾸미는게 재밌어요!	1
101	프로로 결제안했는데 이거 방꾸미는 과정 화면 녹화해서 유튜브 업로드해도 되나요?	1
102	최고 좋아요. 무료인데다 퀄리티 높음.	1
103	책상 어디에 배치할지 고민하고 있었는데 도움이 되었습니다. 감사합니다	1
104	재밌게하고 있습니다. 다만 굉장히 버퍼링이 심하네요.	1
105	개허접 괜찮으면 유료결제하려 했는데 엄청 버벅거리고 사용하기 불편함. 이런 허접한앱으로 1주에 6천원 받으려는게 대단	0
106	복층을 못만들긴 하지만 무료 가구가 많아서 인테리어 하기에 피해주지 않아 좋아요!	1
107	최고 ~~이런거 엄청 다른 어플도 써봤는데 이 어플이 사용하기도 편하고 완전 최고임	1
108	기본버전에 색변경까지는 포함해주시면 더 좋겠어요~~	1
109	재미있기도 하고, 꾸미는 것이 한정이 되어 있지 않아서 좋아요	1
110	이미지 추가시 어플 먹통	0
111	진짜 짜증나요 세로로하면가로되고요 가로로하면세로되요 저만그러나요? 제자작님 좀고쳣으면해요빨리 고쳐주세요~~💖	0
113	재밌어요. 가구도 다양하고.. 실제로 도움도 될것 같아요.	1
115	번역이상하고 결제하라고 강요하고 미세조정도 안되고 그냥 쓰래기임	0
117	아니 이겜 너무 좋은거아니에요 아니 광고 1도없는게임을 처음이고 집도 예쁜게 꾸미는게많고 너무나게좋고 방해도 안돼고 너무 좋아요 제작자님 고맙습니다.	1
118	다 좋은데 가구 가져오는데 로딩시간이 좀 걸리고 렉이 좀 많이 걸려요..	1
119	오옹 깔아서해봤는데 진짜 재밌어용 건축게임은 이거만한게없는듯...ㅠㅠ	1
120	랙이 좀 걸리고 왼쪽으로 돌리면 오른쪽으로 가거나 이런걸 고치면 좋겠다.	1
121	이거 갠적으로 별로임 내가 직접 다 그려야됨. 리뷰만 믿고 깔았는데 이건 좀 아닌듯. 너무 정신사납고 복잡해서 맘에 안듬. 정말 죄송하게 됬수다..	0
122	쉽게 사용 가능하고 무료어플인데 표현폭이 넓어요!	1
124	거실부터 했는데 tv유닛을설치했는데 tv유닛이 너무투명하고 tv는 아에 안보여요 그리고 그래서 안하려고해요 평점 5개로한사람이 후회될걷 같아요	0
125	김도연 쌤 사랑해요	1
126	너무 좋습니다, 제가 친구랑 자취를 해야해서 제 방을 어떻게 꾸밀까, 고민하다가 이 앱을 발견해서 했는데. 너무 좋아요! 친구도 했는데. 좋다고 하더라구요, 이 앱 추천	1
127	무료버전으로도 가구배치 등 시뮬레이션해볼 수 있어서 좋아요~	1
128	재밌고 저희가 곳 이사를 하는데 맘대로 방을 꾸밀수있어서 너무 좋아요	1
129	환불 하고 싶어요~ 어제 밤에 구매했구요 사용원하지 않아요 잘못구매 한거 같아요~ 제게는 실용도가 없습니다. 환불 어떻게 진행해야 하나요?	0
130	미용실을어떻게인테리어를할까하다찾게되었습니다제가원하는표현이되어좋습니다	1
131	넘넘넘넘 짱짱 좋은거같아요!!!	1
132	구조 잡기 좋아요. 계속 프리미엄 결재하라고 뜨기는 한데 무시하면 되요	1
133	정말로 재밌어요. 그런데 현질유도가 너무 심한것같아요	1
134	기대안했는데 무료로 자신이 꾸미고 싶은대로 꾸밀수 있어서 좋은거 같아요	1
135	실제 방 재배치를 구상해보는데 잘 활용할수 있는 유용한 앱인듯합니다	1
136	회전이 잘되서 불편하긴 했지만 진짜 시물레이션을 좋은거 같아요!!	1
137	좋아요! 그런데 컨트롤이 조금 어렵네요..	1
138	좋아요 딱 원하던 기능입니다	1
139	재밌네요 근데 방향 조절하는게 어지러운거 빼고는 괜찮았어요	1
140	3D로움직일때가로로해서게임처럼움직일수있으면좋겟어요	0
141	화면 종료하려다가 버튼을 잘못눌러서 결제가 되어버렸네요 환불부탁드립니다.	1
142	컨트롤이 잘 안되네요;; 답답해서 하다 때려쳤습ㄴ다	0
143	잘못결제됐어요.결제승인절차가 진행되지 않았고 구독취소했으니 환불해주세요.	0
144	아니 왜 다운이 안되는 거죠! 100 까지 다 차서 봤는데 다시 다운로드 하라고 되어있죠? 진짜 짜증납니다!!!	0
145	혼자 마음대로 고르고 벽도 그려서 좋고 재미있어요!	1
146	진짜 못하겠네 너무 내장벽 터치도 잘안되고 모든게 다 이상합니다.	0
147	엄청 좋아요 근대 화장대랑 큰 형광등도 있음 좋겠어요👍	1
150	전 인테리어을 좋아하는데 실제로 못해서 서운하는데 이앱이 너무좋아요^^	1
151	재밌고 인테리어할때 유용할듯 !	1
152	집 인테리어를 직접해보니 디자이너가 된거같아요. 특히3D로 보여 주니까 실사같아요.	1
153	정말로 재미있고 자신만의 스타일로 할수 있어서 정말 좋아요 ~♡	1
154	댓글에 낚이지 마세요. 방사이즈 하나 조절하려고 하면 유로로 업그레이드 해야합니다.	0
155	초급자가 쉽게 사용할수있게 잘되어있네요	1
156	기본앱을 더 폭넓게 사용할수있게했으면 좋겠어요	1
158	다 좋은데 방을 만드는데 한 30개정도 만들어주시면 별5개 드리겠습니다	1
159	무료로 사용하기에는 사용법이 까다롭지만 매우 도움이 되었습니다 유용합니다	1
160	다 좋은데 컨트롤하기가 힘들어요ㅠ 그래도 굿굿	1
161	암걸려서 못해먹겠다 가구들이 다 벽면에만 배치됌. 빔프로젝트 스크린 중간에 설치 이런거 절대 안되고 터치 잘안되고 정신병걸릴거같아서 삭제한다	0
162	내 생각대로 내 방 꾸미기 .너무 좋아요. 상품 조금 못 자르 지만 그래도 좋아요.	1
163	저기여...방을 3시간동안 다만들었는데 날아갔어요. 정말..하.	0
164	너무 재미있어요!~^^집 꾸미는거 좋아하는 사람은 좋아할거같아요.	1
165	랩도 많이 걸리구 유료가 들어갈때 마다 떠요 저는 이앱은 비추해요	0
166	인생 최고의 어플! 후 비트리듬소울	1
167	자꾸 앱 구매해서 쓰라고^^ 진짜 뭐만 하면 프로 구매해서 쓰라고 팝업 뜹니다. 진짜 불편해요. 최악.	0
168	랙이 너무 많아서 사용 불가 수준..	0
169	아주 좋습니다 딱 보고 방 인테리어 하기 좋아요	1
170	아니 어플실행도중 9만원 결제됐습니다 빨리 취소해주세요!!!!!	0
171	아이방 가구배치하는데.아주 도움이 많이되었어요	1
172	일단 괜찮아요.. 실제처럼 방을 이렇게 볼수있으니까 괜찮네요.	1
173	나쁘지 않네요 꾸민집 3D사진으로 할수있는건 좋은데 한정되서 아쉽네요 그치만 신혼집을 만들수있어서 좋았습니다. 진영오빠 결혼하자♥	1
174	조작이 너무 힘들어요. 책상에 노트북 하나 올려놓기가 이렇게 힘들어서 어쩐답니까?	0
175	번역이상하고 돈독오른 쓰레기앱	0
177	벽 숨기기 하면 빛이 나오는 오류 고쳐주세요 가끔 가구가 사라지는 오류 고쳐주세요 가구 중 자동으로 벽 기울기에 맞춰 방향 바뀌는 것들도 수동으로 방향 맞출 수 있게 해 주세요	1
